task_id,cash_offer_key,variant_id,store_id,seller_id,source_url,url_type,status,review_status,title_as_seen,notes,active,evidence_verified_at,created_at,updated_at
INSTTASK-6C8D71E55A7A,VAR-9C7709849E03CB|EG-013|STORE,VAR-9C7709849E03CB,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Bosch Gas Cooker, 5 Burners, Stainless Steel - HGX3G8W50S",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-D6C90533A8E3,VAR-3F990A5EBF5D48|EG-013|STORE,VAR-3F990A5EBF5D48,EG-013,,https://btech.com/en/p/bosch-gas-cooker-5-burners-stainless-steel-hgx3g8w50s,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bosch Gas Cooker, 5 Burners, Stainless Steel - HGX3G8W50S",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-D96B131B1EB3,VAR-65CB75E39EC4AD|EG-013|STORE,VAR-65CB75E39EC4AD,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Bosch Series 8 Gas Cooker, 5 Burners, Black Stainless Steel - HJY5G7V61S",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-A4887D124C06,VAR-0F3DADE2DE80CC|EG-013|STORE,VAR-0F3DADE2DE80CC,EG-013,,https://btech.com/en/p/a18c7fd6-0ec1-41ed-b51f-10a703279079,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bosch Series 8 Gas Cooker, 5 Burners, Black Stainless Steel - HJY5G7V61S",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-DA5ADD4C0C6B,VAR-9557BFEA89BF5B|EG-013|STORE,VAR-9557BFEA89BF5B,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"First Cook Gas Cooker, 5 Burners, Stainless Steel - FC1001",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-C594D57044EC,VAR-7390D2C243DCA9|EG-013|STORE,VAR-7390D2C243DCA9,EG-013,,https://btech.com/en/p/b9206d66-b24b-4a1e-a21e-7e1c6b2453af,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: First Cook Gas Cooker, 5 Burners, Stainless Steel - FC1001",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-BF8162BC09FF,VAR-579212BC941521|EG-013|STORE,VAR-579212BC941521,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"First Cook Gas Cooker, 5 Burners, Black Gold - FC1004",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-CCA18A3A8B6C,VAR-71FFCE90636CD4|EG-013|STORE,VAR-71FFCE90636CD4,EG-013,,https://btech.com/en/p/79fd56ac-13fe-4af6-a4e6-9abed000e28f,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: First Cook Gas Cooker, 5 Burners, Black Gold - FC1004",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-4DF7CCE4DB1B,VAR-F2DE04592E00EF|EG-013|STORE,VAR-F2DE04592E00EF,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Fresh Forno Gas Cooker, 4 Burners, Black Silver - 17266",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-4EA518A00B26,VAR-A251945E61FD60|EG-013|STORE,VAR-A251945E61FD60,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Fresh Jumbo Gas Cooker, 5 Burners, Stainless Steel - 19648",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-0AFF9B8D93EC,VAR-3A34E634CB1A4C|EG-013|STORE,VAR-3A34E634CB1A4C,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Fresh Italiano Gas Cooker, 5 Burners, Stainless Steel - 2900",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-8216B04ED925,VAR-30B43553964D7B|EG-013|STORE,VAR-30B43553964D7B,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Fresh Italiano Gas Cooker, 5 Burners, Stainless Steel - 500003423",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-7F7F8846D2F0,VAR-C8C9B349127B18|EG-013|STORE,VAR-C8C9B349127B18,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Fresh Rainbow Gas Cooker, 4 Burners, Stainless Steel - 500017267",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-8E7697E1CDF8,VAR-145BDBCC6785EA|EG-013|STORE,VAR-145BDBCC6785EA,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"La Germania Gas Cooker, 5 Burners, Stainless Steel - 9C10GLA1X4AWW",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-4D328F02EB69,VAR-D2B81570C0AC55|EG-013|STORE,VAR-D2B81570C0AC55,EG-013,,https://btech.com/en/p/la-germania-gas-cooker-5-burner-9c10gla1x4aww,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: La Germania Gas Cooker, 5 Burners, Stainless Steel - 9C10GLA1X4AWW",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-8CD028B23429,VAR-8BA0F9A3112834|EG-013|STORE,VAR-8BA0F9A3112834,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Royal Gas Professional Gas Cooker, 5 Burners, Silver - 2010325",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-AB0FD00CB5C0,VAR-C4C274E1593535|EG-013|STORE,VAR-C4C274E1593535,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Union Gas Gas Cooker, 4 Burners, Stainless Steel - capitaltecheg227",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-9926930465DD,VAR-74371A6B3BDF83|EG-013|STORE,VAR-74371A6B3BDF83,EG-013,,https://btech.com/en/p/union-gas-cooker-4-burners-capitaltecheg227,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Union Gas Gas Cooker, 4 Burners, Stainless Steel - capitaltecheg227",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-E0FA4ECB1DD0,VAR-8C514F6EB00EB3|EG-013|STORE,VAR-8C514F6EB00EB3,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Union Gas Gas Cooker, 5 Burners, Black",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-B4957D943BD3,VAR-2284EA76A3E800|EG-013|STORE,VAR-2284EA76A3E800,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Unionaire Gas Cooker, 5 Burners, Black Silver - C69SSB-AC-443-IFSO-A-STEEL",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-912652A93EA5,VAR-21F01EF70F4318|EG-013|STORE,VAR-21F01EF70F4318,EG-013,,https://btech.com/en/p/d1fb7b7e-4d32-4f45-9704-a749702181cf,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Unionaire Gas Cooker, 5 Burners, Black Silver - C69SSB-AC-443-IFSO-A-STEEL",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-01E2320FC1BC,VAR-49EC656921BC69|EG-013|STORE,VAR-49EC656921BC69,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Zanussi Cool Max Gas Cooker, 4 Burners, Stainless Steel - ZCG64396XB",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-0C263CDDCA9F,VAR-2552CBAEA19CF6|EG-013|STORE,VAR-2552CBAEA19CF6,EG-013,,https://btech.com/en/p/zanussi-cool-max-gas-cooker-4-burners-stainless-zcg64396xb,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Zanussi Cool Max Gas Cooker, 4 Burners, Stainless Steel - ZCG64396XB",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-1705D62BC853,VAR-F98F0B4906E625|EG-013|STORE,VAR-F98F0B4906E625,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Zanussi Steel Plus Gas Cooker, 5 Burners, Stainless Steel - ZCG922A6XB",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-5C8F29B7373B,VAR-B8B5E7FAE12C81|EG-013|STORE,VAR-B8B5E7FAE12C81,EG-013,,https://btech.com/en/p/zanussi-plus-gas-cooker-5-burners-stainless-zcg922a6xb,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Zanussi Steel Plus Gas Cooker, 5 Burners, Stainless Steel - ZCG922A6XB",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-CC7BD8AF6151,VAR-3E68777D071908|EG-013|STORE,VAR-3E68777D071908,EG-013,,https://btech.com/en/c/large-home-appliances/cookers,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Zanussi Cool Max Gas Cooker, 5 Burners, Stainless Steel - ZCG94396XB",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-431970145BBE,VAR-DA01BEABFE393C|EG-013|STORE,VAR-DA01BEABFE393C,EG-013,,https://btech.com/en/p/zanussi-cool-max-gas-cooker-5-burners-stainless-zcg94396xb,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Zanussi Cool Max Gas Cooker, 5 Burners, Stainless Steel - ZCG94396XB",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-DCE8B8A5CD4B,VAR-6B59B402C4FA84|EG-013|STORE,VAR-6B59B402C4FA84,EG-013,,https://btech.com/en/p/beko-refrigerator-2d-367lt-silver-rcne367e30zxb,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Beko Combi NoFrost Bottom Freezer Refrigerator, 367 Liter, Silver - RCNE367E30ZXB",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-3B43884274CF,VAR-F0559A65805F9F|EG-013|STORE,VAR-F0559A65805F9F,EG-013,,https://btech.com/en/p/beko-no-frost-top-freezer-refrigerator-390l-silver-rdne420kd,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Beko RDNE420K NoFrost Top Freezer Refrigerator, 390 Liter, Silver - RDNE420KDB",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-CC81843FB461,VAR-FCCA8F24C270C7|EG-013|STORE,VAR-FCCA8F24C270C7,EG-013,,https://btech.com/en/p/beko-no-frost-refrigerator-406-liters-inverter-silver-rdne455m20xbids,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Beko NoFrost Top Freezer Refrigerator, 406 Liter Inverter Motor, Silver - RDNE455M20XBIDS",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-D63AB000FF95,VAR-F4900E6443B00D|EG-013|STORE,VAR-F4900E6443B00D,EG-013,,https://btech.com/en/p/66b8a615-4c65-42e0-8453-ff9f23e64f3c,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Beko NoFrost Top Freezer Refrigerator, 455 Liter Inverter Motor, Black - RDNE455M20XBIDTEWEG",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-9A45AF9CCEBC,VAR-A72EC8DE74F9FB|EG-013|STORE,VAR-A72EC8DE74F9FB,EG-013,,https://btech.com/en/p/beko-no-frost-top-freezer-refrigerator-430l-silver-dne455mk,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Beko NoFrost Top Freezer Refrigerator, 430 Liter, Silver - RDNE455MK",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-ABA9411A9FA4,VAR-2250E92B3EA7B2|EG-013|STORE,VAR-2250E92B3EA7B2,EG-013,,https://btech.com/en/p/bosch-serie-2-nofrost-refrigerator-328-l-kdn43nl2e8,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bosch NoFrost Top Freezer Refrigerator, 328 Liter, Stainless Steel - KDN43NL2E8",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-FAE01DF66773,VAR-3127394F66C4AC|EG-013|STORE,VAR-3127394F66C4AC,EG-013,,https://btech.com/en/c/large-home-appliances/refrigerators/b/bosch,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Bosch NoFrost Top Freezer Refrigerator, 328 Liter, Stainless Steel - KDN43NL2E8",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-E8D5FC5A484F,VAR-15FFEA585C2109|EG-013|STORE,VAR-15FFEA585C2109,EG-013,,https://btech.com/en/p/bosch-no-frost-refrigerator-328-liters-stainless-steel-kdn43vl2e8,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bosch NoFrost Top Freezer Refrigerator, 328 Liter, Stainless Steel - KDN43VL2E8",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-E92FA9DC7E97,VAR-EDC8A4D32EF7AF|EG-013|STORE,VAR-EDC8A4D32EF7AF,EG-013,,https://btech.com/en/c/large-home-appliances/refrigerators/b/bosch,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Bosch NoFrost Top Freezer Refrigerator, 328 Liter, Stainless Steel - KDN43VL2E8",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-48082D13C108,VAR-D5C0AEEA51B365|EG-013|STORE,VAR-D5C0AEEA51B365,EG-013,,https://btech.com/en/c/large-home-appliances/refrigerators/b/bosch,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Bosch Serie 4 NoFrost Top Freezer Refrigerator, 413 Liter, Silver - KDN47NLEE8",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-00885CCCA9BF,VAR-EB364A13601F6D|EG-013|STORE,VAR-EB364A13601F6D,EG-013,,https://btech.com/en/c/large-home-appliances/refrigerators/b/bosch,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Bosch NoFrost Top Freezer Refrigerator, 453 Liter, Inox - KDN55NL2E8",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
